phase-b65107f5	case.p8.zone_create.second_unnamed	1440	pass	51s	load1=19.57	NOTE: predicate: all_of: protocol_status: POST /api/directories answered 201, wanted 201 (body sha256 508e33e7db8b) | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}; GET /api/directories answered 200 with one row {'name': 'New zone 2'} | input_value: value is 'Ne
phase-b65107f5	case.p8.zone_create.second_unnamed	393	pass	20s	load1=26.53	NOTE: predicate: all_of: protocol_status: POST /api/directories answered 201, wanted 201 (body sha256 2dab480104ca) | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}; GET /api/directories answered 200 with one row {'name': 'New zone 2'} | input_value: value is 'Ne
phase-b65107f5	case.p8.zone_create.second_unnamed_floor	1440	pass	56s	load1=26.75	NOTE: predicate: all_of: protocol_status: POST /api/directories answered 201, wanted 201 (body sha256 5b5a47a89780) | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}; GET /api/directories answered 200 with one row {'name': 'New zone 2'} | input_value: value is 'Ne
phase-b65107f5	case.p8.zone_create.second_unnamed_floor	393	pass	30s	load1=25.37	NOTE: predicate: all_of: protocol_status: POST /api/directories answered 201, wanted 201 (body sha256 bc011c2af431) | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}; GET /api/directories answered 200 with one row {'name': 'New zone 2'} | input_value: value is 'Ne
phase-b65107f5	case.p8.zone_rename.list	1440	pass	39s	load1=22.51	NOTE: predicate: all_of: readable_text: 'Platform' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 237, 'y': 280, 'w': 53, 'h': 24} | protocol_reads: GET /api/directories answered 200 with one row {'name': 'Platform'}
phase-b65107f5	case.p8.zone_rename.list	393	pass	23s	load1=24.78	NOTE: predicate: all_of: readable_text: 'Platform' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 77, 'y': 364, 'w': 53, 'h': 24} | protocol_reads: GET /api/directories answered 200 with one row {'name': 'Platform'}
phase-b65107f5	case.p8.zone_rename.name_taken_list	1440	pass	38s	load1=25.85	NOTE: predicate: all_of: readable_text: 'NAME TAKEN' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 237, 'y': 322, 'w': 112, 'h': 18} | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}
phase-b65107f5	case.p8.zone_rename.name_taken_list	393	pass	17s	load1=28.25	NOTE: predicate: all_of: readable_text: 'NAME TAKEN' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 77, 'y': 394, 'w': 112, 'h': 18} | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}
phase-b65107f5	case.p8.zone_rename.name_taken_floor	1440	pass	52s	load1=27.11	NOTE: predicate: all_of: readable_text: 'NAME TAKEN' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1208, 'y': 167, 'w': 112, 'h': 18} | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}
phase-b65107f5	case.p8.zone_rename.name_taken_floor	393	pass	25s	load1=26.22	NOTE: predicate: all_of: readable_text: 'NAME TAKEN' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 14, 'y': 315, 'w': 112, 'h': 18} | protocol_reads: GET /api/directories answered 200 with one row {'name': 'New zone'}
phase-b65107f5	case.p8.zone_rename.f2_row	1440	pass	31s	load1=23.99	NOTE: predicate: all_of: input_value: value is 'Inbox', wanted 'Inbox' | hit_target: control owns all 9 hit points in viewport {'width': 1440, 'height': 900} with rect {'x': 237, 'y': 196, 'w': 389, 'h': 36}
phase-b65107f5	case.p8.zone_rename.f2_row	393	pass	20s	load1=29.40	NOTE: predicate: all_of: input_value: value is 'Inbox', wanted 'Inbox' | hit_target: control owns all 9 hit points in viewport {'width': 393, 'height': 852} with rect {'x': 77, 'y': 220, 'w': 122, 'h': 36}
