p7-on-b65107f5	case.p7.zone_create.visible.op	op	pass	4s	load1=19.12	NOTE: predicate: all 5 facts hold: observe_at directory.id holds; observe_at directory.name holds; observe_at directory.parent_id holds; op read #0 (zone.list) <root> holds; the trigger operation_id is absent
p7-on-b65107f5	case.p7.zone_file.note_in_zone.op	op	pass	3s	load1=19.75	NOTE: predicate: all 10 facts hold: observe_at <root> holds; observe_at <root> holds; op read #0 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #0 (kernel.receipt.read) objects.0.operation.name holds; op read #0 (kernel.receipt.read) objects.0.receipt.state holds; op read #0 (ke
p7-on-b65107f5	case.p7.zone_file.refile_moves.op	op	pass	6s	load1=19.75	NOTE: predicate: all 16 facts hold: observe_at <root> holds; op read #0 (zone.members) <root> holds; op read #1 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #1 (kernel.receipt.read) objects.0.operation.name holds; op read #1 (kernel.receipt.read) objects.0.receipt.state holds;
p7-on-b65107f5	case.p7.zone_unfile.note_leaves.op	op	pass	4s	load1=20.75	NOTE: predicate: all 17 facts hold: observe_at <root> holds; observe_at <root> holds; op read #0 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #0 (kernel.receipt.read) objects.0.operation.name holds; op read #0 (kernel.receipt.read) objects.0.receipt.state holds; op read #0 (ke
p7-on-b65107f5	case.p7.kb_create.visible.op	op	pass	3s	load1=20.75	NOTE: predicate: all 4 facts hold: observe_at id holds; observe_at name holds; op read #0 (kb.list) <root> holds; the trigger operation_id is absent
p7-on-b65107f5	case.p7.kb_member.add_and_remove.op	op	pass	4s	load1=21.89	NOTE: predicate: all 15 facts hold: observe_at <root> holds; op read #0 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #0 (kernel.receipt.read) objects.0.operation.name holds; op read #0 (kernel.receipt.read) objects.0.receipt.state holds; op read #0 (kernel.receipt.read) object
p7-on-b65107f5	case.p7.decision_status.review_list.op	op	pass	3s	load1=21.98	NOTE: predicate: all 9 facts hold: observe_at status holds; observe_at id holds; op read #0 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #0 (kernel.receipt.read) objects.0.operation.name holds; op read #0 (kernel.receipt.read) objects.0.receipt.state holds; op read #0 (kernel.
p7-on-b65107f5	case.p7.decision_supersede.successor_visible.op	op	pass	4s	load1=21.98	NOTE: predicate: all 6 facts hold: observe_at status holds; observe_at superseded_by holds; op read #0 (decision.read) id holds; op read #0 (decision.read) deleted holds; the trigger receipt.target_ref holds; the trigger operation_id holds
p7-on-b65107f5	case.p7.decision_supersede.receipt.op	op	pass	3s	load1=22.94	NOTE: predicate: all 9 facts hold: observe_at objects.0.receipt.operation_id holds; observe_at objects.0.operation.name holds; observe_at objects.0.receipt.state holds; observe_at objects.0.receipt.actor_kind holds; observe_at objects.0.receipt.actor_identity holds; observe_at objects.0.receipt.targ
p7-on-b65107f5	case.p7.decision_delete.gone.op	op	pass	3s	load1=23.83	NOTE: predicate: all 9 facts hold: observe_at <root> holds; op read #0 (decision.read) error holds; op read #1 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #1 (kernel.receipt.read) objects.0.operation.name holds; op read #1 (kernel.receipt.read) objects.0.receipt.state holds; 
p7-on-b65107f5	case.p7.decision_create.receipt.op	op	pass	4s	load1=23.83	NOTE: predicate: all 7 facts hold: observe_at objects.0.receipt.operation_id holds; observe_at objects.0.operation.name holds; observe_at objects.0.receipt.state holds; observe_at objects.0.receipt.actor_kind holds; observe_at objects.0.receipt.actor_identity holds; the trigger id holds; op read #0 
p7-on-b65107f5	case.p7.zone_file.refused_unknown_zone.op	op	pass	3s	load1=24.16	NOTE: predicate: all 8 facts hold: the trigger error holds; observe_at objects.0.receipt.operation_id holds; observe_at objects.0.receipt.state holds; observe_at objects.0.receipt.actor_kind holds; observe_at objects.0.receipt.actor_identity holds; observe_at objects.0.receipt.outcome holds; observe
p7-on-b65107f5	case.p7.kb_member.refused_bad_ref.op	op	pass	4s	load1=22.54	NOTE: predicate: all 8 facts hold: the trigger error holds; observe_at objects.0.receipt.operation_id holds; observe_at objects.0.receipt.state holds; observe_at objects.0.receipt.actor_kind holds; observe_at objects.0.receipt.actor_identity holds; observe_at objects.0.receipt.target_ref holds; obse
p7-on-b65107f5	case.p7.decision_status.refused_invalid.op	op	pass	3s	load1=22.54	NOTE: predicate: all 8 facts hold: the trigger error holds; observe_at objects.0.receipt.operation_id holds; observe_at objects.0.receipt.state holds; observe_at objects.0.receipt.actor_kind holds; observe_at objects.0.receipt.actor_identity holds; observe_at objects.0.receipt.outcome holds; observe
p7-on-b65107f5	case.p7.decision_delete.refused_unknown.op	op	pass	4s	load1=23.70	NOTE: predicate: all 8 facts hold: the trigger error holds; observe_at objects.0.receipt.operation_id holds; observe_at objects.0.receipt.state holds; observe_at objects.0.receipt.actor_kind holds; observe_at objects.0.receipt.actor_identity holds; observe_at objects.0.receipt.outcome holds; observe
p7-on-b65107f5	case.j1.first_words_keep_as_note.kept.op	op	pass	3s	load1=24.77	NOTE: predicate: all 5 facts hold: observe_at id holds; observe_at body_markdown holds; observe_at title holds; op read #0 (note.list) <root> holds; the trigger operation_id is absent
p7-on-b65107f5	case.j11.write_a_thought.window_open.op	op	pass	3s	load1=24.77	NOTE: predicate: all 3 facts hold: observe_at thought.id holds; observe_at thought.working_note.id holds; the trigger operation_id is absent
p7-on-b65107f5	case.j11.thought_keep.kept.op	op	pass	4s	load1=25.43	NOTE: predicate: all 4 facts hold: observe_at id holds; observe_at body_markdown holds; op read #0 (note.list) <root> holds; the trigger operation_id is absent
p7-on-b65107f5	case.p7.zone_create.visible	1440	pass	27s	load1=31.92	NOTE: predicate: 'Atlas zone' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1031, 'y': 96, 'w': 382, 'h': 26}
p7-on-b65107f5	case.p7.zone_create.visible	393	pass	22s	load1=34.10	NOTE: predicate: 'Atlas zone' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 15, 'y': 74, 'w': 363, 'h': 26}
p7-on-b65107f5	case.p7.zone_file.note_in_zone	1440	pass	10s	load1=30.58	NOTE: predicate: 'Filed · Atlas zone' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1055, 'y': 161, 'w': 98, 'h': 18}
p7-on-b65107f5	case.p7.zone_file.note_in_zone	393	pass	10s	load1=29.16	NOTE: predicate: 'Filed · Atlas zone' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 33, 'y': 403, 'w': 98, 'h': 18}
p7-on-b65107f5	case.p7.zone_file.refile_moves	1440	pass	13s	load1=26.08	NOTE: predicate: 'Filed · Atlas zone B' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1055, 'y': 161, 'w': 109, 'h': 18}
p7-on-b65107f5	case.p7.zone_file.refile_moves	393	pass	13s	load1=25.01	NOTE: predicate: 'Filed · Atlas zone B' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 33, 'y': 403, 'w': 109, 'h': 18}
p7-on-b65107f5	case.p7.zone_unfile.note_leaves	1440	pass	10s	load1=22.37	NOTE: predicate: '+ Atlas zone' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1045, 'y': 189, 'w': 354, 'h': 170}
p7-on-b65107f5	case.p7.zone_unfile.note_leaves	393	pass	10s	load1=21.06	NOTE: predicate: '+ Atlas zone' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 23, 'y': 431, 'w': 347, 'h': 170}
p7-on-b65107f5	case.p7.kb_create.visible	1440	pass	12s	load1=21.61	NOTE: predicate: 'New Knowledge' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1031, 'y': 145, 'w': 382, 'h': 26}
p7-on-b65107f5	case.p7.kb_create.visible	393	pass	11s	load1=21.88	NOTE: predicate: 'New Knowledge' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 15, 'y': 123, 'w': 363, 'h': 26}
p7-on-b65107f5	case.p7.kb_member.add_and_remove	1440	pass	10s	load1=23.45	NOTE: predicate: '+ Atlas knowledge' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1045, 'y': 189, 'w': 354, 'h': 137}
p7-on-b65107f5	case.p7.kb_member.add_and_remove	393	pass	11s	load1=22.54	NOTE: predicate: '+ Atlas knowledge' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 23, 'y': 464, 'w': 347, 'h': 137}
p7-on-b65107f5	case.p7.decision_status.review_list	1440	pass	12s	load1=23.68	NOTE: predicate: 'Review decision: Atlas review decision' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 256, 'y': 302, 'w': 928, 'h': 54}
p7-on-b65107f5	case.p7.decision_status.review_list	393	pass	11s	load1=25.60	NOTE: predicate: 'Review decision: Atlas review decision' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 12, 'y': 383, 'w': 369, 'h': 103}
p7-on-b65107f5	case.p7.decision_supersede.successor_visible	1440	pass	9s	load1=23.76	NOTE: predicate: 'Supersedes Atlas old decision' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1037, 'y': 117, 'w': 370, 'h': 56}
